ticker,ex_date,amount
GPIQ,2025-04-01,0.386
GPIQ,2025-05-01,0.388
GPIQ,2025-06-02,0.415
GPIQ,2025-07-01,0.435
GPIQ,2025-08-01,0.442
GPIQ,2025-09-02,0.443
GPIQ,2025-10-01,0.458
GPIQ,2025-11-03,0.474
GPIQ,2025-12-01,0.465
GPIQ,2026-01-02,0.463
GPIQ,2026-02-02,0.466
GPIQ,2026-03-02,0.453
GPIQ,2026-04-01,0.432
GPIQ,2026-05-01,0.483
GPIQ,2026-06-01,0.519
GPIX,2023-12-04,0.303
GPIX,2023-12-28,0.313
GPIX,2024-02-02,0.316
GPIX,2024-03-04,0.327
GPIX,2024-04-02,0.333
GPIX,2024-05-02,0.318
GPIX,2024-06-04,0.329
GPIX,2024-07-02,0.336
GPIX,2024-08-02,0.338
GPIX,2024-09-04,0.342
GPIX,2024-10-02,0.347
GPIX,2024-11-04,0.343
GPIX,2024-12-03,0.358
GPIX,2025-01-03,0.35
GPIX,2025-02-03,0.358
GPIX,2025-03-03,0.344
GPIX,2025-04-01,0.327
GPIX,2025-05-01,0.323
GPIX,2025-06-02,0.339
GPIX,2025-07-01,0.352
GPIX,2025-08-01,0.358
GPIX,2025-09-02,0.362
GPIX,2025-10-01,0.369
GPIX,2025-11-03,0.376
GPIX,2025-12-01,0.374
GPIX,2026-01-02,0.375
GPIX,2026-02-02,0.376
GPIX,2026-03-02,0.372
GPIX,2026-04-01,0.353
GPIX,2026-05-01,0.383
GPIX,2026-06-01,0.397
GPTY,2025-02-07,0.335
GPTY,2025-02-13,0.294
GPTY,2025-02-20,0.326
GPTY,2025-02-27,0.313
GPTY,2025-03-06,0.309
GPTY,2025-03-13,0.282
GPTY,2025-03-20,0.264
GPTY,2025-03-27,0.279
GPTY,2025-04-03,0.267
GPTY,2025-04-10,0.236
GPTY,2025-04-17,0.255
GPTY,2025-04-24,0.247
GPTY,2025-05-01,0.293
GPTY,2025-05-08,0.274
GPTY,2025-05-15,0.271
GPTY,2025-05-22,0.291
GPTY,2025-05-29,0.29
GPTY,2025-06-05,0.298
GPTY,2025-06-12,0.307
GPTY,2025-06-20,0.323
GPTY,2025-06-26,0.314
GPTY,2025-07-03,0.318
GPTY,2025-07-10,0.295
GPTY,2025-07-17,0.296
GPTY,2025-07-24,0.322
GPTY,2025-07-31,0.315
GPTY,2025-08-07,0.304
GPTY,2025-08-14,0.292
GPTY,2025-08-21,0.308
GPTY,2025-08-28,0.292
GPTY,2025-09-04,0.299
GPTY,2025-09-11,0.296
GPTY,2025-09-18,0.361
GPTY,2025-09-25,0.366
GPTY,2025-10-02,0.312
GPTY,2025-10-09,0.301
GPTY,2025-10-15,0.314
GPTY,2025-10-22,0.456
GPTY,2025-10-29,0.325
GPTY,2025-11-05,0.337
GPTY,2025-11-12,0.323
GPTY,2025-11-19,0.301
GPTY,2025-11-26,0.305
GPTY,2025-12-03,0.3
GPTY,2025-12-10,0.308
GPTY,2025-12-17,0.253
GPTY,2025-12-24,0.294
GPTY,2025-12-31,0.257
GPTY,2026-01-07,0.292
GPTY,2026-01-14,0.337
GPTY,2026-01-21,0.292
GPTY,2026-01-28,0.283
GPTY,2026-02-04,0.238
GPTY,2026-02-11,0.233
GPTY,2026-02-18,0.262
GPTY,2026-02-25,0.218
GPTY,2026-03-04,0.223
GPTY,2026-03-11,0.261
GPTY,2026-03-18,0.222
GPTY,2026-03-25,0.259
GPTY,2026-04-01,0.269
GPTY,2026-04-08,0.288
GPTY,2026-04-15,0.307
GPTY,2026-04-22,0.32
GPTY,2026-04-29,0.335
GPTY,2026-05-06,0.334
GPTY,2026-05-13,0.356
GPTY,2026-05-20,0.347
GPTY,2026-05-27,0.36
GPTY,2026-06-03,0.383
GPTY,2026-06-10,0.324
GRNI,2025-12-22,0.169
GRNI,2026-01-29,0.174
GRNI,2026-02-26,0.166
GRNI,2026-03-30,0.16
GRNI,2026-04-29,0.174
GRNI,2026-05-28,0.177
HOOY,2025-05-29,3.304
HOOY,2025-06-26,6.503
HOOY,2025-07-24,6.898
HOOY,2025-08-21,3.856
HOOY,2025-09-18,3.864
HOOY,2025-10-16,5.947
HOOY,2025-10-23,0.73
HOOY,2025-10-30,1.343
HOOY,2025-11-06,1.257
HOOY,2025-11-13,0.921
HOOY,2025-11-20,0.79
HOOY,2025-11-28,0.738
HOOY,2025-12-04,1.322
HOOY,2025-12-11,0.725
HOOY,2025-12-18,0.425
HOOY,2025-12-26,0.682
HOOY,2026-01-02,0.573
HOOY,2026-01-08,0.553
HOOY,2026-01-15,0.55
HOOY,2026-01-22,0.464
HOOY,2026-01-29,0.454
HOOY,2026-02-05,0.355
HOOY,2026-02-12,0.342
HOOY,2026-02-19,0.331
HOOY,2026-02-26,0.342
HOOY,2026-03-05,0.384
HOOY,2026-03-12,0.43
HOOY,2026-03-19,0.422
HOOY,2026-03-26,0.375
HOOY,2026-04-02,0.382
HOOY,2026-04-09,0.404
HOOY,2026-04-16,0.439
HOOY,2026-04-23,0.683
HOOY,2026-04-30,0.496
HOOY,2026-05-07,0.408
HOOY,2026-05-14,0.434
HOOY,2026-05-21,0.36
HOOY,2026-05-28,0.339
HOOY,2026-06-04,0.606
HOOY,2026-06-11,0.352
HYGW,2022-09-02,0.586
HYGW,2022-10-04,0.787
HYGW,2022-11-02,0.698
HYGW,2022-12-02,0.49
HYGW,2022-12-23,0.599
HYGW,2023-02-02,0.576
HYGW,2023-03-02,0.38
HYGW,2023-04-04,0.858
HYGW,2023-05-02,0.401
HYGW,2023-06-02,0.45
HYGW,2023-07-05,0.495
HYGW,2023-08-02,0.242
HYGW,2023-09-05,0.393
HYGW,2023-10-03,0.362
HYGW,2023-11-02,0.413
HYGW,2023-12-04,0.229
HYGW,2023-12-22,0.547
HYGW,2024-02-02,0.396
HYGW,2024-03-04,0.424
HYGW,2024-04-02,0.395
HYGW,2024-05-02,0.323
HYGW,2024-06-04,0.381
HYGW,2024-07-02,0.361
HYGW,2024-08-02,0.28
HYGW,2024-09-04,0.224
HYGW,2024-10-02,0.313
HYGW,2024-11-04,0.207
HYGW,2024-12-03,0.243
HYGW,2024-12-20,0.358
HYGW,2025-02-04,0.33
HYGW,2025-03-04,0.21
HYGW,2025-04-02,0.351
HYGW,2025-05-02,0.56
HYGW,2025-06-03,0.387
HYGW,2025-07-02,0.419
HYGW,2025-08-04,0.298
HYGW,2025-09-03,0.16
HYGW,2025-10-02,0.268
HYGW,2025-11-04,0.281
HYGW,2025-12-02,0.24
HYGW,2025-12-23,0.237
HYGW,2026-02-03,0.22
HYGW,2026-03-03,0.189
HYGW,2026-04-02,0.472
HYGW,2026-05-04,0.33
HYGW,2026-06-02,0.23
IAUI,2025-06-25,0.522
IAUI,2025-07-23,0.52
IAUI,2025-08-20,0.511
IAUI,2025-09-24,0.543
IAUI,2025-10-22,0.581
IAUI,2025-11-26,0.571
IAUI,2025-12-24,0.598
IAUI,2026-01-21,0.609
IAUI,2026-02-18,0.62
IAUI,2026-03-18,0.613
IAUI,2026-04-22,0.586
IAUI,2026-05-20,0.555
IAUI,2026-06-16,0.513
ICOI,2025-05-23,6.17
ICOI,2025-06-27,5.61
ICOI,2025-07-25,9.244
ICOI,2025-08-22,5.163
ICOI,2025-09-26,4.792
ICOI,2025-10-24,3.935
ICOI,2025-11-28,2.595
ICOI,2025-12-26,2.247
ICOI,2026-01-23,0.503
ICOI,2026-02-27,0.615
ICOI,2026-03-27,0.516
ICOI,2026-04-24,0.254
ICOI,2026-05-22,0.257
IFLR,2026-03-31,0.149
IQQQ,2024-05-01,0.359
IQQQ,2024-06-03,0.292
IQQQ,2024-07-01,0.355
IQQQ,2024-08-01,0.346
IQQQ,2024-09-03,0.819
IQQQ,2024-10-01,0.324
IQQQ,2024-11-01,0.105
IQQQ,2024-12-02,0.34
IQQQ,2024-12-23,0.165
IQQQ,2025-02-03,0.45
IQQQ,2025-03-03,0.277
IQQQ,2025-04-01,0.904
IQQQ,2025-05-01,1.552
IQQQ,2025-06-02,0.423
IQQQ,2025-07-01,0.17
IQQQ,2025-08-01,0.027
IQQQ,2025-09-02,0.181
IQQQ,2025-10-01,0.093
IQQQ,2025-11-03,0.136
IQQQ,2025-12-01,0.28
IQQQ,2025-12-24,0.106
IQQQ,2026-02-02,0.225
IQQQ,2026-03-02,0.203
IQQQ,2026-04-01,0.252
IQQQ,2026-05-01,0.354
IQQQ,2026-06-01,0.243
ISPY,2024-02-01,0.482
ISPY,2024-03-01,0.318
ISPY,2024-04-01,0.316
ISPY,2024-05-01,0.358
ISPY,2024-06-03,0.313
ISPY,2024-07-01,0.449
ISPY,2024-08-01,0.267
ISPY,2024-09-03,0.62
ISPY,2024-10-01,0.341
ISPY,2024-11-01,0.376
ISPY,2024-12-02,0.299
ISPY,2024-12-23,0.217
ISPY,2025-02-03,0.326
ISPY,2025-03-03,0.178
ISPY,2025-04-01,0.908
ISPY,2025-05-01,1.275
ISPY,2025-06-02,0.349
ISPY,2025-07-01,0.165
ISPY,2025-08-01,0.045
ISPY,2025-09-02,0.159
ISPY,2025-10-01,0.102
ISPY,2025-11-03,0.075
ISPY,2025-12-01,0.203
ISPY,2025-12-24,0.12
ISPY,2026-02-02,0.229
ISPY,2026-03-02,0.211
ISPY,2026-04-01,0.303
ISPY,2026-05-01,0.301
ISPY,2026-06-01,0.233
ITWO,2024-11-01,0.666
ITWO,2024-12-02,0.567
ITWO,2024-12-23,0.394
ITWO,2025-02-03,0.489
ITWO,2025-03-03,0.258
ITWO,2025-04-01,0.807
ITWO,2025-05-01,1.313
ITWO,2025-06-02,0.362
ITWO,2025-07-01,0.296
ITWO,2025-08-01,0.146
ITWO,2025-09-02,0.309
ITWO,2025-10-01,0.323
ITWO,2025-11-03,0.112
ITWO,2025-12-01,0.156
ITWO,2025-12-24,0.239
ITWO,2026-02-02,0.236
ITWO,2026-03-02,0.341
ITWO,2026-04-01,0.675
ITWO,2026-05-01,0.337
ITWO,2026-06-01,0.217
IVVW,2024-04-02,0.669
IVVW,2024-05-02,0.622
IVVW,2024-06-04,0.408
IVVW,2024-07-02,0.574
IVVW,2024-08-02,0.361
IVVW,2024-09-04,1.012
IVVW,2024-10-02,1.006
IVVW,2024-11-04,0.62
IVVW,2024-12-03,0.433
IVVW,2024-12-20,1.011
IVVW,2025-02-04,0.554
IVVW,2025-03-04,0.329
IVVW,2025-04-02,0.807
IVVW,2025-05-02,0.683
IVVW,2025-06-03,0.753
IVVW,2025-07-02,0.655
IVVW,2025-08-04,0.645
IVVW,2025-09-03,0.493
IVVW,2025-10-02,0.719
IVVW,2025-11-04,0.73
IVVW,2025-12-02,1.42
IVVW,2025-12-23,0.66
IVVW,2026-02-03,0.576
IVVW,2026-03-03,0.548
IVVW,2026-04-02,0.852
IVVW,2026-05-04,0.588
IVVW,2026-06-02,0.831
IWMI,2024-06-26,0.545
IWMI,2024-07-24,0.602
IWMI,2024-08-21,0.658
IWMI,2024-09-25,0.623
IWMI,2024-10-23,0.624
IWMI,2024-11-20,0.634
IWMI,2024-12-24,0.611
IWMI,2025-01-22,0.609
IWMI,2025-02-26,0.583
IWMI,2025-03-26,0.569
IWMI,2025-04-23,0.498
IWMI,2025-05-21,0.553
IWMI,2025-06-25,0.557
IWMI,2025-07-23,0.562
IWMI,2025-08-20,0.562
IWMI,2025-09-24,0.587
IWMI,2025-10-22,0.59
IWMI,2025-11-26,0.573
IWMI,2025-12-24,0.599
IWMI,2026-01-21,0.608
IWMI,2026-02-18,0.602
IWMI,2026-03-18,0.571
IWMI,2026-04-22,0.612
IWMI,2026-05-20,0.605
IWMI,2026-06-16,0.628
IWMW,2024-04-02,0.622
IWMW,2024-05-02,0.776
IWMW,2024-06-04,0.505
IWMW,2024-07-02,0.633
IWMW,2024-08-02,0.523
IWMW,2024-09-04,0.933
IWMW,2024-10-02,0.922
IWMW,2024-11-04,0.842
IWMW,2024-12-03,0.64
IWMW,2024-12-20,1.413
IWMW,2025-02-04,0.741
IWMW,2025-03-04,0.376
IWMW,2025-04-02,0.632
IWMW,2025-05-02,0.716
IWMW,2025-06-03,0.643
IWMW,2025-07-02,0.856
IWMW,2025-08-04,0.854
IWMW,2025-09-03,0.541
IWMW,2025-10-02,0.817
IWMW,2025-11-04,0.705
IWMW,2025-12-02,0.561
IWMW,2025-12-23,0.686
IWMW,2026-02-03,0.722
IWMW,2026-03-03,0.693
IWMW,2026-04-02,0.747
IWMW,2026-05-04,0.616
IWMW,2026-06-02,0.783
JEPI,2020-07-01,0.494
JEPI,2020-08-03,0.29
JEPI,2020-09-01,0.453
JEPI,2020-10-01,0.435
JEPI,2020-11-02,0.515
JEPI,2020-12-01,0.5
JEPI,2020-12-30,0.543
JEPI,2021-02-01,0.263
JEPI,2021-03-01,0.321
JEPI,2021-04-01,0.348
JEPI,2021-05-03,0.374
JEPI,2021-06-01,0.314
JEPI,2021-07-01,0.395
JEPI,2021-08-02,0.257
JEPI,2021-09-01,0.339
JEPI,2021-10-01,0.343
JEPI,2021-11-01,0.366
JEPI,2021-12-01,0.383
JEPI,2021-12-30,0.459
JEPI,2022-02-01,0.382
JEPI,2022-03-01,0.462
JEPI,2022-04-01,0.588
JEPI,2022-05-02,0.468
JEPI,2022-06-01,0.516
JEPI,2022-07-01,0.621
JEPI,2022-08-01,0.495
JEPI,2022-09-01,0.559
JEPI,2022-10-03,0.481
JEPI,2022-11-01,0.606
JEPI,2022-12-01,0.61
JEPI,2022-12-29,0.573
JEPI,2023-02-01,0.444
JEPI,2023-03-01,0.411
JEPI,2023-04-03,0.445
JEPI,2023-05-01,0.425
JEPI,2023-06-01,0.365
JEPI,2023-07-03,0.359
JEPI,2023-08-01,0.29
JEPI,2023-09-01,0.338
JEPI,2023-10-02,0.363
JEPI,2023-11-01,0.359
JEPI,2023-12-01,0.39
JEPI,2023-12-28,0.428
JEPI,2024-02-01,0.301
JEPI,2024-03-01,0.301
JEPI,2024-04-01,0.345
JEPI,2024-05-01,0.326
JEPI,2024-06-03,0.36
JEPI,2024-07-01,0.33
JEPI,2024-08-01,0.289
JEPI,2024-09-03,0.4
JEPI,2024-10-01,0.392
JEPI,2024-11-01,0.375
JEPI,2024-12-02,0.402
JEPI,2024-12-31,0.395
JEPI,2025-02-03,0.326
JEPI,2025-03-03,0.328
JEPI,2025-04-01,0.408
JEPI,2025-05-01,0.488
JEPI,2025-06-02,0.54
JEPI,2025-07-01,0.4
JEPI,2025-08-01,0.358
JEPI,2025-09-02,0.368
JEPI,2025-10-01,0.361
JEPI,2025-11-03,0.346
JEPI,2025-12-01,0.371
JEPI,2025-12-31,0.427
JEPI,2026-02-02,0.344
JEPI,2026-03-02,0.351
JEPI,2026-04-01,0.421
JEPI,2026-05-01,0.448
JEPI,2026-06-01,0.389
JEPQ,2022-06-01,0.376
JEPQ,2022-07-01,0.34
JEPQ,2022-08-01,0.407
JEPQ,2022-09-01,0.546
JEPQ,2022-10-03,0.38
JEPQ,2022-11-01,0.681
JEPQ,2022-12-01,0.546
JEPQ,2022-12-29,0.576
JEPQ,2023-02-01,0.441
JEPQ,2023-03-01,0.433
JEPQ,2023-04-03,0.454
JEPQ,2023-05-01,0.484
JEPQ,2023-06-01,0.357
JEPQ,2023-07-03,0.367
JEPQ,2023-08-01,0.366
JEPQ,2023-09-01,0.451
JEPQ,2023-10-02,0.417
JEPQ,2023-11-01,0.418
JEPQ,2023-12-01,0.422
JEPQ,2023-12-28,0.392
JEPQ,2024-02-01,0.342
JEPQ,2024-03-01,0.38
JEPQ,2024-04-01,0.427
JEPQ,2024-05-01,0.431
JEPQ,2024-06-03,0.45
JEPQ,2024-07-01,0.421
JEPQ,2024-08-01,0.427
JEPQ,2024-09-03,0.557
JEPQ,2024-10-01,0.551
JEPQ,2024-11-01,0.494
JEPQ,2024-12-02,0.508
JEPQ,2024-12-31,0.456
JEPQ,2025-02-03,0.45
JEPQ,2025-03-03,0.482
JEPQ,2025-04-01,0.541
JEPQ,2025-05-01,0.598
JEPQ,2025-06-02,0.621
JEPQ,2025-07-01,0.494
JEPQ,2025-08-01,0.444
JEPQ,2025-09-02,0.442
JEPQ,2025-10-01,0.446
JEPQ,2025-11-03,0.476
JEPQ,2025-12-01,0.553
JEPQ,2025-12-31,0.576
JEPQ,2026-02-02,0.466
JEPQ,2026-03-02,0.509
JEPQ,2026-04-01,0.559
JEPQ,2026-05-01,0.591
JEPQ,2026-06-01,0.564
KLIP,2023-01-27,1.68
KLIP,2023-02-24,3.48
KLIP,2023-03-29,3.294
KLIP,2023-04-26,3.099
KLIP,2023-05-25,2.589
KLIP,2023-05-26,2.586
KLIP,2023-06-28,2.505
KLIP,2023-07-27,2.496
KLIP,2023-08-29,2.502
KLIP,2023-09-27,2.241
KLIP,2023-10-27,2.091
KLIP,2023-11-28,2.031
KLIP,2023-12-27,1.875
KLIP,2024-01-29,1.719
KLIP,2024-02-27,1.851
KLIP,2024-03-26,1.836
KLIP,2024-04-26,1.581
KLIP,2024-05-30,1.524
KLIP,2024-06-27,1.38
KLIP,2024-07-30,1.206
KLIP,2024-08-29,1.137
KLIP,2024-09-27,1.185
KLIP,2024-10-30,1.833
KLIP,2024-11-27,1.665
KLIP,2024-12-30,0.669
KLIP,2025-01-30,0.666
KLIP,2025-02-27,0.671
KLIP,2025-03-28,0.683
KLIP,2025-04-29,0.622
KLIP,2025-05-29,0.636
KLIP,2025-06-27,0.644
KLIP,2025-07-30,0.653
KLIP,2025-08-28,0.66
KLIP,2025-09-29,0.669
KLIP,2025-10-30,0.668
KLIP,2025-11-26,0.635
KLIP,2025-12-30,0.619
KLIP,2026-01-29,0.635
KLIP,2026-02-26,0.584
KLIP,2026-03-30,0.515
KLIP,2026-04-29,0.525
KLIP,2026-05-28,0.508
LFGY,2025-01-23,0.747
LFGY,2025-01-30,0.629
LFGY,2025-02-06,0.628
LFGY,2025-02-13,0.564
LFGY,2025-02-20,0.574
LFGY,2025-02-27,0.539
LFGY,2025-03-06,0.464
LFGY,2025-03-13,0.417
LFGY,2025-03-20,0.472
LFGY,2025-03-27,0.475
LFGY,2025-04-03,0.419
LFGY,2025-04-10,0.417
LFGY,2025-04-17,0.431
LFGY,2025-04-24,0.409
LFGY,2025-05-01,0.472
LFGY,2025-05-08,0.751
LFGY,2025-05-15,0.475
LFGY,2025-05-22,0.492
LFGY,2025-05-29,0.491
LFGY,2025-06-05,0.466
LFGY,2025-06-12,0.472
LFGY,2025-06-20,0.468
LFGY,2025-06-26,0.484
LFGY,2025-07-03,0.467
LFGY,2025-07-10,0.482
LFGY,2025-07-17,0.48
LFGY,2025-07-24,0.488
LFGY,2025-07-31,0.474
LFGY,2025-08-07,0.437
LFGY,2025-08-14,0.448
LFGY,2025-08-21,0.413
LFGY,2025-08-28,0.447
LFGY,2025-09-04,0.441
LFGY,2025-09-11,0.378
LFGY,2025-09-18,0.46
LFGY,2025-09-25,0.512
LFGY,2025-10-02,0.434
LFGY,2025-10-09,0.51
LFGY,2025-10-15,0.583
LFGY,2025-10-22,0.579
LFGY,2025-10-29,0.587
LFGY,2025-11-05,0.553
LFGY,2025-11-12,0.505
LFGY,2025-11-19,0.38
LFGY,2025-11-26,0.367
LFGY,2025-12-03,0.35
LFGY,2025-12-10,0.331
LFGY,2025-12-17,0.281
LFGY,2025-12-24,0.287
LFGY,2025-12-31,0.248
LFGY,2026-01-07,0.289
LFGY,2026-01-14,0.284
LFGY,2026-01-21,0.282
LFGY,2026-01-28,0.274
LFGY,2026-02-04,0.235
LFGY,2026-02-11,0.217
LFGY,2026-02-18,0.229
LFGY,2026-02-25,0.221
LFGY,2026-03-04,0.236
LFGY,2026-03-11,0.23
LFGY,2026-03-18,0.237
LFGY,2026-03-25,0.225
LFGY,2026-04-01,0.203
LFGY,2026-04-08,0.22
LFGY,2026-04-15,0.236
LFGY,2026-04-22,0.256
LFGY,2026-04-29,0.223
LFGY,2026-05-06,0.251
LFGY,2026-05-13,0.264
LFGY,2026-05-20,0.254
LFGY,2026-05-27,0.254
LFGY,2026-06-03,0.265
LFGY,2026-06-10,0.221
LQDW,2022-09-02,0.552
LQDW,2022-10-04,0.435
LQDW,2022-11-02,0.975
LQDW,2022-12-02,0.531
LQDW,2022-12-23,0.516
LQDW,2023-02-02,0.608
LQDW,2023-03-02,0.466
LQDW,2023-04-04,0.546
LQDW,2023-05-02,0.446
LQDW,2023-06-02,0.418
LQDW,2023-07-05,0.618
LQDW,2023-08-02,0.226
LQDW,2023-09-05,0.388
LQDW,2023-10-03,0.404
LQDW,2023-11-02,0.421
LQDW,2023-12-04,0.56
LQDW,2023-12-22,0.618
LQDW,2024-02-02,0.41
LQDW,2024-03-04,0.472
LQDW,2024-04-02,0.246
LQDW,2024-05-02,0.365
LQDW,2024-06-04,0.263
LQDW,2024-07-02,0.323
LQDW,2024-08-02,0.302
LQDW,2024-09-04,0.341
LQDW,2024-10-02,0.346
LQDW,2024-11-04,0.226
LQDW,2024-12-03,0.311
LQDW,2024-12-20,0.53
LQDW,2025-02-04,0.433
LQDW,2025-03-04,0.26
LQDW,2025-04-02,0.275
LQDW,2025-05-02,0.558
LQDW,2025-06-03,0.446
LQDW,2025-07-02,0.294
LQDW,2025-08-04,0.315
LQDW,2025-09-03,0.244
LQDW,2025-10-02,0.236
LQDW,2025-11-04,0.339
LQDW,2025-12-02,0.266
LQDW,2025-12-23,0.266
LQDW,2026-02-03,0.218
LQDW,2026-03-03,0.163
LQDW,2026-04-02,0.303
LQDW,2026-05-04,0.167
LQDW,2026-06-02,0.184
MAGY,2025-05-09,0.48
MAGY,2025-05-16,0.48
MAGY,2025-05-23,0.274
MAGY,2025-05-30,0.276
MAGY,2025-06-06,0.276
MAGY,2025-06-13,0.276
MAGY,2025-06-20,0.276
MAGY,2025-06-27,0.376
MAGY,2025-07-03,0.376
MAGY,2025-07-11,0.382
MAGY,2025-07-18,0.376
MAGY,2025-07-25,0.385
MAGY,2025-08-01,0.38
MAGY,2025-08-08,0.387
MAGY,2025-08-15,0.377
MAGY,2025-08-22,0.38
MAGY,2025-08-29,0.386
MAGY,2025-09-05,0.376
MAGY,2025-09-12,0.376
MAGY,2025-09-19,0.38
MAGY,2025-09-26,0.38
MAGY,2025-10-03,0.387
MAGY,2025-10-10,0.376
MAGY,2025-10-17,0.376
MAGY,2025-10-24,0.367
MAGY,2025-10-31,0.373
MAGY,2025-11-07,0.376
MAGY,2025-11-14,0.386
MAGY,2025-11-21,0.369
MAGY,2025-11-28,0.361
MAGY,2025-12-05,0.361
MAGY,2025-12-12,0.366
MAGY,2025-12-19,0.363
MAGY,2025-12-24,0.353
MAGY,2026-01-02,0.36
MAGY,2026-01-09,0.362
MAGY,2026-01-16,0.352
MAGY,2026-01-23,0.349
MAGY,2026-01-30,0.341
MAGY,2026-02-06,0.298
MAGY,2026-02-13,0.298
MAGY,2026-02-20,0.29
MAGY,2026-02-27,0.275
MAGY,2026-03-06,0.281
MAGY,2026-03-13,0.281
MAGY,2026-03-20,0.273
MAGY,2026-03-27,0.273
MAGY,2026-04-02,0.265
MAGY,2026-04-10,0.249
MAGY,2026-04-17,0.252
MAGY,2026-04-24,0.261
MAGY,2026-05-01,0.27
MAGY,2026-05-08,0.27
MAGY,2026-05-15,0.221
MAGY,2026-05-22,0.223
MAGY,2026-05-29,0.23
MAGY,2026-06-05,0.223
MAGY,2026-06-12,0.229
MARO,2025-01-03,2.495
MARO,2025-01-30,2.1
MARO,2025-02-27,1.558
MARO,2025-03-27,1.478
MARO,2025-04-24,1.847
MARO,2025-05-22,1.973
MARO,2025-06-20,1.207
MARO,2025-07-17,2.372
MARO,2025-08-14,1.004
MARO,2025-09-11,0.938
MARO,2025-10-09,1.577
MARO,2025-10-16,0.304
MARO,2025-10-23,0.363
MARO,2025-10-30,0.338
MARO,2025-11-06,0.295
MARO,2025-11-13,0.267
MARO,2025-11-20,0.217
MARO,2025-11-28,0.19
MARO,2025-12-04,0.244
MARO,2025-12-11,0.164
MARO,2025-12-18,0.058
MARO,2025-12-26,0.144
MARO,2026-01-02,0.129
MARO,2026-01-08,0.132
MARO,2026-01-15,0.119
MARO,2026-01-22,0.139
MARO,2026-01-29,0.127
MARO,2026-02-05,0.099
MARO,2026-02-12,0.091
MARO,2026-02-19,0.093
MARO,2026-02-26,0.097
MARO,2026-03-05,0.101
MARO,2026-03-12,0.098
MARO,2026-03-19,0.117
MARO,2026-03-26,0.089
MARO,2026-04-02,0.077
MARO,2026-04-09,0.11
MARO,2026-04-16,0.107
MARO,2026-04-23,0.142
MARO,2026-04-30,0.135
MARO,2026-05-07,0.132
MARO,2026-05-14,0.132
MARO,2026-05-21,0.117
MARO,2026-05-28,0.119
MARO,2026-06-04,0.136
MARO,2026-06-11,0.09
MDST,2024-04-29,0.225
MDST,2024-05-30,0.225
MDST,2024-06-27,0.225
MDST,2024-07-30,0.225
MDST,2024-08-29,0.225
MDST,2024-09-27,0.225
MDST,2024-10-30,0.225
MDST,2024-11-27,0.225
MDST,2025-01-03,0.225
MDST,2025-01-30,0.225
MDST,2025-02-27,0.225
MDST,2025-03-28,0.225
MDST,2025-04-29,0.225
MDST,2025-05-29,0.225
MDST,2025-06-27,0.225
MDST,2025-07-30,0.225
MDST,2025-08-28,0.225
MDST,2025-09-29,0.225
MDST,2025-10-30,0.225
MDST,2025-11-26,0.225
MDST,2026-01-05,0.225
MDST,2026-01-29,0.225
MDST,2026-02-26,0.225
MDST,2026-03-30,0.225
MDST,2026-04-29,0.225
MDST,2026-05-28,0.225
MLPD,2024-05-20,0.176
MLPD,2024-06-24,0.153
MLPD,2024-07-22,0.169
MLPD,2024-08-19,0.254
MLPD,2024-09-23,0.235
MLPD,2024-10-21,0.203
MLPD,2024-11-18,0.262
MLPD,2024-12-30,0.258
MLPD,2025-01-21,0.234
MLPD,2025-02-24,0.251
MLPD,2025-03-24,0.251
MLPD,2025-04-21,0.236
MLPD,2025-05-19,0.245
MLPD,2025-06-23,0.251
MLPD,2025-07-21,0.218
MLPD,2025-08-18,0.234
MLPD,2025-09-22,0.257
MLPD,2025-10-20,0.217
MLPD,2025-11-24,0.223
MLPD,2025-12-22,0.161
MLPD,2026-01-20,0.25
MLPD,2026-02-23,0.257
MLPD,2026-03-23,0.256
MLPD,2026-04-20,0.202
MLPD,2026-05-18,0.257
MRNY,2023-12-07,4.13
MRNY,2024-01-05,26.54
MRNY,2024-02-07,5.94
MRNY,2024-03-06,11.31
MRNY,2024-04-04,7.83
MRNY,2024-05-06,9.47
MRNY,2024-06-06,8.45
MRNY,2024-07-05,4.9
MRNY,2024-08-07,4.66
MRNY,2024-09-06,4.79
MRNY,2024-10-10,3.76
MRNY,2024-11-07,4.01
MRNY,2024-12-05,2.22
MRNY,2025-01-03,2.51
MRNY,2025-01-30,2.73
MRNY,2025-02-27,2.31
MRNY,2025-03-27,1.83
MRNY,2025-04-24,1.26
MRNY,2025-05-22,1.22
MRNY,2025-06-20,1.9
MRNY,2025-07-17,2.0
MRNY,2025-08-14,0.95
MRNY,2025-09-11,0.76
MRNY,2025-10-09,1.15
MRNY,2025-10-16,0.22
MRNY,2025-10-23,0.23
MRNY,2025-10-30,0.32
MRNY,2025-11-06,0.22
MRNY,2025-11-13,0.26
MRNY,2025-11-20,0.25
MRNY,2025-11-28,0.23
MRNY,2025-12-04,0.277
MRNY,2025-12-11,0.23
MRNY,2025-12-18,0.223
MRNY,2025-12-26,0.393
MRNY,2026-01-02,0.16
MRNY,2026-01-08,0.177
MRNY,2026-01-15,0.248
MRNY,2026-01-22,0.374
MRNY,2026-01-29,0.479
MRNY,2026-02-05,0.266
MRNY,2026-02-12,0.347
MRNY,2026-02-19,0.317
MRNY,2026-02-26,0.378
MRNY,2026-03-05,0.383
MRNY,2026-03-12,0.391
